# channel  phase_bin  observed  model  ns_surface  background  mdnse_contrib
100 19 223 227.172 71.31 155.862 0.0016294394
100 20 214 213.991 58.129 155.862 7.582888e-09
100 21 193 200.828 44.966 155.862 0.0057365563
100 22 187 190.106 34.243 155.863 0.00090313469
100 23 166 183.898 28.036 155.862 0.029988768
100 24 203 184.17 28.308 155.862 0.033193287
100 25 189 190.569 34.706 155.863 0.00023045998
100 26 215 203.733 47.87 155.863 0.011884098
100 27 232 222.473 66.61 155.863 0.0084969283
100 28 266 242.104 86.241 155.863 0.053456441
100 29 245 258.885 103.022 155.863 0.018048512
100 30 254 270.618 114.755 155.863 0.025852773
100 31 303 275.732 119.869 155.863 0.069607525
101 0 285 267.722 115.046 152.676 0.027947088
101 1 271 259.207 106.531 152.676 0.013019617
101 2 222 245.668 92.993 152.675 0.052441215
101 3 237 229.106 76.43 152.676 0.005833697
101 4 211 211.616 58.94 152.676 3.5523115e-05
101 5 214 194.947 42.271 152.676 0.033984146
101 6 189 180.824 28.149 152.675 0.0062579399
101 7 166 170.31 17.634 152.676 0.0017390183
101 8 165 163.22 10.544 152.676 0.00029661262
101 9 147 162.212 9.535 152.677 0.021663182
101 10 168 168.689 16.013 152.676 4.4441434e-05
101 11 170 180.566 27.89 152.676 0.010451313
101 12 202 196.117 43.44 152.677 0.0032400172
101 13 220 212.565 59.888 152.677 0.0051750145
101 14 202 226.84 74.164 152.676 0.057763408
101 15 226 236.783 84.107 152.676 0.01088501
101 16 255 241.088 88.412 152.676 0.018118772
101 17 228 239.528 86.852 152.676 0.012441065
101 18 239 232.772 80.096 152.676 0.0036311721
101 19 258 222.21 69.534 152.676 0.11991486
101 20 204 209.355 56.68 152.675 0.0026845319
101 21 195 196.537 43.861 152.676 0.0002211553
101 22 201 186.116 33.44 152.676 0.020739054
101 23 175 180.104 27.428 152.676 0.0024387706
101 24 174 180.41 27.734 152.676 0.0038464995
101 25 172 186.673 33.997 152.676 0.020155216
101 26 200 199.539 46.862 152.677 1.9895345e-05
101 27 186 217.858 65.181 152.677 0.095013789
101 28 233 237.038 84.362 152.676 0.0015264488
101 29 242 253.416 100.739 152.677 0.012200498
101 30 290 264.852 112.175 152.677 0.059204747
101 31 292 269.818 117.142 152.676 0.046062873
102 0 254 267.762 112.4 155.362 0.017730163
102 1 233 259.42 104.058 155.362 0.065345434
102 2 255 246.178 90.816 155.362 0.0072859088
102 3 222 229.991 74.629 155.362 0.0059779446
102 4 221 212.905 57.544 155.361 0.0061345587
102 5 237 196.627 41.265 155.362 0.15259197
102 6 177 182.842 27.48 155.362 0.0031950137
102 7 169 172.588 17.226 155.362 0.0012051871
102 8 115 165.676 10.314 155.362 0.24041097
102 9 164 164.721 9.358 155.363 4.8665384e-05
102 10 163 171.076 15.713 155.363 0.0061057954
102 11 217 182.664 27.301 155.363 0.11036949
102 12 199 197.817 42.454 155.363 0.00013101442
102 13 222 213.843 58.48 155.363 0.0062288884
102 14 192 227.752 72.389 155.363 0.11966036
102 15 268 237.435 82.072 155.363 0.087457775
102 16 239 241.616 86.254 155.362 0.0006406563
102 17 232 240.075 84.713 155.362 0.0061042834
102 18 218 233.47 78.108 155.362 0.022404242
102 19 222 223.16 67.798 155.362 0.00012596956
102 20 219 210.626 55.264 155.362 0.0065647099
102 21 203 198.144 42.782 155.362 0.0022075319
102 22 190 188.016 32.654 155.362 0.00036849615
102 23 204 182.194 26.832 155.362 0.044514514
102 24 164 182.532 27.17 155.362 0.032150979
102 25 194 188.664 33.302 155.362 0.0026655158
102 26 210 201.238 45.875 155.363 0.0071871403
102 27 237 219.146 63.783 155.363 0.029841502
102 28 243 237.886 82.523 155.363 0.0024483363
102 29 228 253.869 98.507 155.362 0.062648244
102 30 289 265.015 109.653 155.362 0.053855377
102 31 263 269.838 114.476 155.362 0.0043773152
103 0 282 265.768 109.816 155.952 0.024665714
103 1 260 257.596 101.644 155.952 0.00054102652
103 2 263 244.644 88.692 155.952 0.031543198
103 3 242 228.824 72.872 155.952 0.016252374
103 4 198 212.133 56.181 155.952 0.018698998
103 5 171 196.235 40.283 155.952 0.059615095
103 6 185 182.779 26.828 155.951 0.00046179236
103 7 155 172.779 16.827 155.952 0.029591316
103 8 154 166.041 10.088 155.953 0.013572965
103 9 159 165.136 9.184 155.952 0.0035246851
103 10 187 171.371 15.419 155.952 0.022867148
103 11 180 182.678 26.726 155.952 0.00067138366
103 12 221 197.443 41.49 155.953 0.051950483
103 13 192 213.057 57.104 155.953 0.041509033
103 14 232 226.607 70.655 155.952 0.0027227669
103 15 228 236.036 80.084 155.952 0.0060454618
103 16 243 240.097 84.145 155.952 0.00078893949
103 17 241 238.576 82.624 155.952 0.00055006607
103 18 255 232.118 76.166 155.952 0.049015968
103 19 233 222.056 66.104 155.952 0.011212483
103 20 205 209.834 53.882 155.952 0.0021875748
103 21 204 197.681 41.729 155.952 0.0037380606
103 22 181 187.839 31.887 155.952 0.0043785955
103 23 185 182.202 26.25 155.952 0.00073290054
103 24 184 182.57 26.617 155.953 0.00019143516
103 25 193 188.573 32.62 155.953 0.0018347152
103 26 208 200.862 44.909 155.953 0.0047698279
103 27 199 218.369 62.416 155.953 0.035120769
103 28 205 236.679 80.726 155.953 0.093949084
103 29 267 252.278 96.325 155.953 0.020290056
103 30 267 263.141 107.189 155.952 0.0013941169
103 31 276 267.824 111.872 155.952 0.0062579399
104 0 273 255.122 107.295 147.827 0.029921784
104 1 234 247.116 99.289 147.827 0.016104693
104 2 245 234.447 86.62 147.827 0.010425611
104 3 215 218.985 71.158 147.827 0.0014866416
104 4 181 202.679 54.852 147.827 0.043997512
104 5 172 187.153 39.326 147.827 0.021495466
104 6 170 174.018 26.191 147.827 0.0015113654
104 7 171 164.264 16.437 147.827 0.0042476995
104 8 148 157.695 9.868 147.827 0.0087992418
104 9 177 156.84 9.012 147.828 0.038047899
104 10 171 162.957 15.13 147.827 0.0060559985
104 11 166 173.99 26.163 147.827 0.0059764485
104 12 165 188.376 40.549 147.827 0.051155228
104 13 219 203.588 55.76 147.828 0.022236561
104 14 199 216.788 68.961 147.827 0.029621283
104 15 249 225.968 78.141 147.827 0.04966071
104 16 220 229.912 82.084 147.828 0.0091975511
104 17 250 228.411 80.583 147.828 0.04363296
104 18 219 222.097 74.27 147.827 0.0008979084
104 19 224 212.277 64.45 147.827 0.012865514
104 20 193 200.361 52.534 147.827 0.0050725141
104 21 200 188.528 40.701 147.827 0.012320488
104 22 172 178.966 31.138 147.828 0.0045427262
104 23 171 173.507 25.68 147.827 0.00058838053
104 24 179 173.903 26.076 147.827 0.0024320858
104 25 186 179.78 31.952 147.828 0.0036218494
104 26 171 191.792 43.964 147.828 0.040470834
104 27 205 208.908 61.08 147.828 0.0014297455
104 28 257 226.798 78.97 147.828 0.085392756
104 29 242 242.022 94.195 147.827 4.5310096e-08
104 30 261 252.611 104.783 147.828 0.0065882491
104 31 236 257.158 109.331 147.827 0.041908185
105 0 267 251.674 104.833 146.841 0.02198909
105 1 237 243.83 96.99 146.84 0.0043670788
105 2 238 231.439 84.598 146.841 0.0040298576
105 3 232 216.326 69.486 146.84 0.022999019
105 4 222 200.396 53.556 146.84 0.043693613
105 5 181 185.232 38.392 146.84 0.0016766443
105 6 162 172.41 25.57 146.84 0.010144977
105 7 153 162.897 16.056 146.841 0.0091697346
105 8 152 156.492 9.651 146.841 0.0018889876
105 9 164 155.683 8.843 146.84 0.0064756449
105 10 176 161.686 14.845 146.841 0.019181018
105 11 191 172.452 25.611 146.841 0.03220652
105 12 181 186.469 39.628 146.841 0.002800048
105 13 203 201.288 54.447 146.841 0.00027438296
105 14 207 214.146 67.305 146.841 0.0047805256
105 15 202 223.083 76.242 146.841 0.041611602
105 16 228 226.912 80.071 146.841 0.00011081726
105 17 246 225.431 78.59 146.841 0.039607368
105 18 217 219.26 72.419 146.841 0.00047815258
105 19 199 209.677 62.836 146.841 0.010672056
105 20 204 198.06 51.219 146.841 0.003303106
105 21 172 186.539 39.699 146.84 0.019788765
105 22 171 177.248 30.407 146.841 0.0036545311
105 23 149 171.962 25.122 146.84 0.049359306
105 24 175 172.385 25.544 146.841 0.0006401666
105 25 189 178.139 31.298 146.841 0.011043055
105 26 191 189.881 43.04 146.841 0.00011722218
105 27 214 206.614 59.773 146.841 0.0051070279
105 28 219 224.094 77.253 146.841 0.0024292237
105 29 247 238.954 92.113 146.841 0.0060605171
105 30 217 249.274 102.433 146.841 0.09751136
105 31 257 253.69 106.849 146.841 0.0010256652
106 0 257 247.039 102.428 144.611 0.0092887121
106 1 235 239.355 94.745 144.61 0.0017755215
106 2 229 227.234 82.624 144.61 0.00029196515
106 3 214 212.464 67.853 144.611 0.00022086762
106 4 189 196.9 52.29 144.61 0.0058425684
106 5 154 182.09 37.48 144.61 0.073867449
106 6 176 169.573 24.963 144.61 0.0038669292
106 7 176 160.295 15.684 144.611 0.023090084
106 8 161 154.05 9.439 144.611 0.0045218821
106 9 177 153.286 8.675 144.611 0.052645258
106 10 153 159.175 14.565 144.61 0.0035696328
106 11 187 169.682 25.071 144.611 0.028076637
106 12 196 183.339 38.728 144.611 0.015006715
106 13 224 197.774 53.163 144.611 0.064389305
106 14 204 210.297 65.686 144.611 0.0037120773
106 15 228 218.996 74.386 144.61 0.0075896299
106 16 217 222.713 78.103 144.61 0.0030554703
106 17 208 221.252 76.642 144.61 0.016440404
106 18 207 215.221 70.611 144.61 0.0063270158
106 19 199 205.871 61.26 144.611 0.0044196667
106 20 178 194.546 49.936 144.61 0.025629236
106 21 162 183.331 38.721 144.61 0.042596317
106 22 161 174.303 29.693 144.61 0.016567188
106 23 166 169.186 24.575 144.611 0.00095025719
106 24 159 169.633 25.022 144.611 0.010584278
106 25 171 175.266 30.656 144.61 0.0017036929
106 26 191 186.745 42.134 144.611 0.0016949182
106 27 201 203.104 58.493 144.611 0.00041442037
106 28 242 220.184 75.573 144.611 0.044555351
106 29 221 234.688 90.077 144.611 0.017540001
106 30 244 244.747 100.136 144.611 5.2238516e-05
106 31 258 249.034 104.424 144.61 0.0075257033
107 0 227 243.073 100.077 142.996 0.024184856
107 1 253 235.545 92.549 142.996 0.028522614
107 2 221 223.691 80.695 142.996 0.00067791777
107 3 220 209.254 66.258 142.996 0.010810438
107 4 189 194.049 51.053 142.996 0.0023864941
107 5 173 179.584 36.588 142.996 0.004058161
107 6 152 167.366 24.37 142.996 0.022104021
107 7 144 158.316 15.32 142.996 0.019186378
107 8 170 152.227 9.231 142.996 0.029571347
107 9 162 151.506 8.51 142.996 0.010309361
107 10 182 157.285 14.288 142.997 0.057183516
107 11 168 167.538 24.541 142.997 1.9981752e-05
107 12 194 180.843 37.847 142.996 0.016205535
107 13 205 194.903 51.907 142.996 0.0095440858
107 14 196 207.098 64.102 142.996 0.011530259
107 15 210 215.565 72.569 142.996 0.0028992119
107 16 232 219.173 76.177 142.996 0.015402805
107 17 216 217.732 74.736 142.996 0.00028083123
107 18 238 211.838 68.842 142.996 0.064075427
107 19 188 202.716 59.72 142.996 0.020273521
107 20 190 191.677 48.681 142.996 0.00026327871
107 21 170 180.761 37.765 142.996 0.010840639
107 22 170 171.99 28.994 142.996 0.00037072833
107 23 166 167.035 24.039 142.996 0.00010028369
107 24 162 167.505 24.509 142.996 0.0028370322
107 25 169 173.021 30.025 142.996 0.0015136232
107 26 159 184.242 41.246 142.996 0.059648173
107 27 222 200.236 57.24 142.996 0.044343203
107 28 212 216.925 73.928 142.997 0.0022707122
107 29 215 231.08 88.084 142.996 0.024205927
107 30 242 240.885 97.889 142.996 0.00011638563
107 31 236 245.048 102.052 142.996 0.0076639878
108 0 248 237.914 97.774 140.14 0.0095233019
108 1 241 230.541 90.401 140.14 0.010240707
108 2 216 218.946 78.806 140.14 0.00081248454
108 3 226 204.837 64.697 140.14 0.041927994
108 4 203 189.983 49.843 140.14 0.015862493
108 5 168 175.856 35.716 140.14 0.0057776679
108 6 145 163.929 23.789 140.14 0.033543237
108 7 146 155.103 14.963 140.14 0.0077574451
108 8 157 149.167 9.027 140.14 0.0057438869
108 9 154 148.487 8.347 140.14 0.0028452839
108 10 145 154.156 14.016 140.14 0.0078480397
108 11 184 164.162 24.021 140.141 0.036842186
108 12 186 177.124 36.983 140.141 0.0073753768
108 13 195 190.816 50.675 140.141 0.0016388265
108 14 204 202.69 62.55 140.14 0.00016065425
108 15 220 210.929 70.789 140.14 0.0077030011
108 16 215 214.431 74.291 140.14 3.0309178e-05
108 17 194 213.01 72.87 140.14 0.033830924
108 18 203 207.251 67.111 140.14 0.001691733
108 19 204 198.353 58.212 140.141 0.0029852809
108 20 211 187.595 47.455 140.14 0.051282231
108 21 185 176.97 36.829 140.141 0.0060364376
108 22 161 168.449 28.309 140.14 0.0051945218
108 23 176 163.653 23.513 140.14 0.014271595
108 24 149 164.144 24.004 140.14 0.02146994
108 25 171 169.545 29.404 140.141 0.0001981872
108 26 188 180.514 40.373 140.141 0.0052462535
108 27 183 196.15 56.009 140.141 0.016188296
108 28 220 212.456 72.315 140.141 0.0053278622
108 29 208 226.271 86.13 140.141 0.031251744
108 30 199 235.827 95.686 140.141 0.1269645
108 31 213 239.868 99.728 140.14 0.067580329
109 0 247 233.055 95.517 137.538 0.018204831
109 1 208 225.833 88.295 137.538 0.029771344
109 2 226 214.494 76.957 137.537 0.012393625
109 3 190 200.706 63.168 137.538 0.010730108
109 4 166 186.195 48.658 137.537 0.038180124
109 5 168 172.4 34.862 137.538 0.0018124039
109 6 159 160.758 23.22 137.538 0.00028932593
109 7 136 152.151 14.613 137.538 0.024420157
109 8 138 146.364 8.826 137.538 0.0065490404
109 9 153 145.723 8.185 137.538 0.0049574047
109 10 153 151.284 13.746 137.538 0.00027566663
109 11 169 161.048 23.51 137.538 0.0059197364
109 12 187 173.674 36.136 137.538 0.016624525
109 13 175 187.006 49.468 137.538 0.013494174
109 14 195 198.566 61.028 137.538 0.0011904531
109 15 236 206.582 69.044 137.538 0.081016954
109 16 235 209.98 72.442 137.538 0.058603592
109 17 228 208.579 71.041 137.538 0.0353096
109 18 206 202.953 65.415 137.538 0.00086914959
109 19 173 194.274 56.737 137.537 0.042368973
109 20 186 183.792 46.254 137.538 0.00045640223
109 21 188 173.452 35.914 137.538 0.019813272
109 22 176 165.176 27.638 137.538 0.010967943
109 23 135 160.534 22.996 137.538 0.061036178
109 24 187 161.044 23.506 137.538 0.063070337
109 25 161 166.332 28.794 137.538 0.002661521
109 26 176 177.054 39.516 137.538 0.0001039994
109 27 188 192.339 54.801 137.538 0.0017624992
109 28 196 208.27 70.732 137.538 0.014094145
109 29 212 221.752 84.214 137.538 0.008903013
109 30 232 231.065 93.527 137.538 8.1841361e-05
109 31 225 234.988 97.45 137.538 0.0093391358
110 0 217 228.626 93.305 135.321 0.012653488
110 1 217 221.552 86.232 135.32 0.0019397874
110 2 227 210.464 75.144 135.32 0.025598266
110 3 231 196.991 61.67 135.321 0.10827728
110 4 187 182.817 47.496 135.321 0.0016380432
110 5 140 169.346 34.025 135.321 0.080620864
110 6 148 157.984 22.663 135.321 0.009331657
110 7 155 149.59 14.269 135.321 0.0027399596
110 8 134 143.949 8.628 135.321 0.0092663454
110 9 176 143.346 8.025 135.321 0.099821111
110 10 143 148.801 13.48 135.321 0.003150325
110 11 160 158.328 23.007 135.321 0.00026171112
110 12 197 170.625 35.304 135.321 0.065123024
110 13 200 183.606 48.284 135.322 0.025160513
110 14 206 194.857 59.536 135.321 0.011623954
110 15 176 202.655 67.334 135.321 0.066513071
110 16 206 205.95 70.629 135.321 2.3403975e-07
110 17 213 204.57 69.249 135.321 0.0066528047
110 18 173 199.075 63.754 135.321 0.063649978
110 19 173 190.612 55.291 135.321 0.029038018
110 20 197 180.399 45.079 135.32 0.025799906
110 21 142 170.339 35.018 135.321 0.075182829
110 22 160 162.301 26.98 135.321 0.00049565885
110 23 180 157.809 22.488 135.321 0.04610026
110 24 139 158.337 23.016 135.321 0.035004818
110 25 181 163.513 28.192 135.321 0.02862729
110 26 173 173.994 38.673 135.321 9.2495881e-05
110 27 169 188.935 53.614 135.321 0.037203355
110 28 188 204.498 69.177 135.321 0.025480751
110 29 215 217.655 82.333 135.322 0.00065990083
110 30 232 226.729 91.408 135.321 0.0026009719
110 31 236 230.537 95.216 135.321 0.0027939075
111 0 225 224.25 91.135 133.115 5.2658945e-05
111 1 191 217.323 84.209 133.114 0.064866489
111 2 211 206.482 73.367 133.115 0.0019109181
111 3 198 193.317 60.202 133.115 0.0020530425
111 4 170 179.473 46.358 133.115 0.0084008784
111 5 177 166.319 33.205 133.114 0.010680054
111 6 147 155.231 22.116 133.115 0.0063424175
111 7 155 147.047 13.932 133.115 0.0059212253
111 8 134 141.548 8.433 133.115 0.0053335136
111 9 148 140.981 7.866 133.115 0.0046121148
111 10 156 146.332 13.217 133.115 0.0087502993
111 11 139 155.628 22.512 133.116 0.025883897
111 12 194 167.603 34.488 133.115 0.065231711
111 13 169 180.238 47.123 133.115 0.011823
111 14 190 191.188 58.073 133.115 0.00013212424
111 15 226 198.771 65.656 133.115 0.069408556
111 16 200 201.967 68.852 133.115 0.00036220825
111 17 196 200.607 67.492 133.115 0.0019869459
111 18 195 195.241 62.126 133.115 5.4373052e-06
111 19 209 186.99 53.876 133.114 0.045351297
111 20 159 177.043 43.928 133.115 0.030476643
111 21 156 167.255 34.14 133.115 0.011858797
111 22 146 159.45 26.335 133.115 0.016935351
111 23 157 155.103 21.988 133.115 0.00033688703
111 24 170 155.648 22.533 133.115 0.019282994
111 25 155 160.715 27.6 133.115 0.00305761
111 26 151 170.959 37.844 133.115 0.037292988
111 27 207 185.563 52.448 133.115 0.043020717
111 28 209 200.765 67.65 133.115 0.0063485834
111 29 204 213.603 80.488 133.115 0.0086330346
111 30 215 222.445 89.33 133.115 0.0051889445
111 31 230 226.14 93.025 133.115 0.0013948395
112 0 244 219.764 89.009 130.755 0.054988454
112 1 206 212.982 82.227 130.755 0.0045636183
112 2 216 202.382 71.627 130.755 0.017361062
112 3 196 189.519 58.764 130.755 0.0039321825
112 4 164 175.998 45.244 130.754 0.013476197
112 5 138 163.156 32.401 130.755 0.059242421
112 6 133 152.335 21.581 130.754 0.034997577
112 7 157 144.356 13.601 130.755 0.014966443
112 8 128 138.997 8.242 130.755 0.011321346
112 9 156 138.464 7.709 130.755 0.028787947
112 10 154 143.712 12.957 130.755 0.0099085826
112 11 149 152.782 22.026 130.756 0.0013390373
112 12 156 164.443 33.688 130.755 0.0066733392
112 13 194 176.74 45.985 130.755 0.027888889
112 14 188 187.394 56.639 130.755 3.4379129e-05
112 15 187 194.768 64.013 130.755 0.0056489542
112 16 175 197.867 67.111 130.756 0.048951726
112 17 221 196.527 65.772 130.755 0.056069159
112 18 167 191.288 60.533 130.755 0.05522467
112 19 167 183.245 52.49 130.755 0.024705239
112 20 198 173.557 42.802 130.755 0.05593178
112 21 173 164.036 33.281 130.755 0.0075223462
112 22 156 156.458 25.703 130.755 1.9637246e-05
112 23 147 152.252 21.497 130.755 0.0025822546
112 24 130 152.812 22.056 130.756 0.04871653
112 25 160 157.772 27.017 130.755 0.00046470784
112 26 162 167.785 37.029 130.756 0.0031329708
112 27 172 182.057 51.302 130.755 0.0094686164
112 28 203 196.906 66.151 130.755 0.0034765984
112 29 225 209.432 78.677 130.755 0.022688996
112 30 232 218.047 87.291 130.756 0.018225725
112 31 240 221.633 90.878 130.755 0.031581014
113 0 230 216.703 86.927 129.776 0.016552247
113 1 191 210.062 80.286 129.776 0.034016259
113 2 191 199.699 69.922 129.777 0.0070841588
113 3 171 187.132 57.356 129.776 0.024362735
113 4 191 173.928 44.152 129.776 0.027284653
113 5 159 161.391 31.614 129.777 0.00053519097
113 6 136 150.832 21.056 129.776 0.020594396
113 7 177 143.053 13.277 129.776 0.10788285
113 8 107 137.83 8.054 129.776 0.088980875
113 9 135 137.331 7.554 129.777 0.00050866771
113 10 126 142.477 12.7 129.777 0.025415924
113 11 150 151.325 21.548 129.777 0.00016435442
113 12 152 162.679 32.903 129.776 0.010676055
113 13 155 174.646 44.87 129.776 0.036132491
113 14 194 185.011 55.234 129.777 0.0075643634
113 15 189 192.18 62.403 129.777 0.00094668144
113 16 192 195.183 65.407 129.776 0.00094846848
113 17 215 193.864 64.087 129.777 0.041821078
113 18 202 188.749 58.973 129.776 0.016437923
113 19 199 180.911 51.134 129.777 0.030632239
113 20 165 171.477 41.7 129.777 0.0039273302
113 21 154 162.217 32.44 129.777 0.0063208604
113 22 148 154.86 25.083 129.777 0.0044055269
113 23 178 150.791 21.014 129.777 0.06930663
113 24 147 151.364 21.588 129.776 0.0017828677
113 25 157 156.22 26.443 129.777 5.6955914e-05
113 26 171 166.006 36.229 129.777 0.002334784
113 27 197 179.954 50.177 129.777 0.027201609
113 28 201 194.457 64.68 129.777 0.0040077762
113 29 208 206.677 76.901 129.776 0.00016385863
113 30 204 215.07 85.294 129.776 0.011472151
113 31 229 218.55 88.773 129.777 0.01022309
114 0 231 210.596 84.887 125.709 0.038974473
114 1 202 204.094 78.385 125.709 0.00041049037
114 2 174 193.962 68.254 125.708 0.0373042
114 3 184 181.686 55.978 125.708 0.00050127533
114 4 172 168.792 43.084 125.708 0.00096342596
114 5 150 156.553 30.844 125.709 0.0040200362
114 6 158 146.25 20.542 125.708 0.012924845
114 7 133 138.667 12.959 125.708 0.0030064643
114 8 148 133.577 7.869 125.708 0.019474254
114 9 130 133.109 7.401 125.708 0.00090488016
114 10 144 138.156 12.447 125.709 0.0031972017
114 11 146 146.788 21.079 125.709 5.8130232e-05
114 12 159 157.842 32.133 125.709 0.00012553555
114 13 181 169.486 43.777 125.709 0.012410866
114 14 180 179.568 53.859 125.709 1.7470974e-05
114 15 159 186.537 60.828 125.709 0.070987662
114 16 196 189.447 63.738 125.709 0.0040200362
114 17 187 188.148 62.439 125.709 0.00012337677
114 18 178 183.156 57.448 125.708 0.0024887166
114 19 186 175.517 49.809 125.708 0.010287759
114 20 168 166.332 40.624 125.708 0.00026046041
114 21 158 157.327 31.619 125.708 4.2401357e-05
114 22 140 150.185 24.477 125.708 0.009711173
114 23 163 146.249 20.54 125.709 0.026268248
114 24 130 146.835 21.126 125.709 0.026532359
114 25 155 151.587 25.879 125.708 0.0010904913
114 26 135 161.152 35.443 125.709 0.064026452
114 27 182 174.783 49.074 125.709 0.0048759926
114 28 192 188.947 63.238 125.709 0.00087257594
114 29 201 200.869 75.16 125.709 1.6065425e-06
114 30 191 209.045 83.336 125.709 0.030483399
114 31 233 212.42 86.712 125.708 0.039649742
115 0 228 212.838 82.891 129.947 0.021521008
115 1 185 206.473 76.525 129.948 0.043165331
115 2 236 196.569 66.621 129.948 0.14555436
115 3 191 184.577 54.629 129.948 0.0038621174
115 4 179 171.986 42.038 129.948 0.0046055462
115 5 165 160.038 30.09 129.948 0.0023049587
115 6 134 149.987 20.039 129.948 0.023926742
115 7 131 142.595 12.647 129.948 0.012586099
115 8 134 137.635 7.687 129.948 0.001236968
115 9 132 137.197 7.249 129.948 0.002528454
115 10 157 142.146 12.197 129.949 0.020655536
115 11 158 150.567 20.618 129.949 0.0051722307
115 12 143 161.328 31.379 129.949 0.03144704
115 13 189 172.656 42.708 129.948 0.025007273
115 14 196 182.462 52.513 129.949 0.017157683
115 15 188 189.234 59.286 129.948 0.00014255418
115 16 178 192.054 62.106 129.948 0.018490537
115 17 180 190.775 60.827 129.948 0.010868865
115 18 194 185.904 55.956 129.948 0.0061360745
115 19 173 178.461 48.513 129.948 0.0027918622
115 20 157 169.519 39.572 129.947 0.014671986
115 21 170 160.763 30.815 129.948 0.0079875118
115 22 151 153.831 23.883 129.948 0.00075029035
115 23 161 150.023 20.075 129.948 0.011280204
115 24 166 150.62 20.672 129.948 0.022144317
115 25 145 155.272 25.323 129.949 0.0098777867
115 26 164 164.619 34.671 129.948 3.5869962e-05
115 27 190 177.939 47.991 129.948 0.013618092
115 28 183 191.771 61.823 129.948 0.0072019126
115 29 196 203.402 73.453 129.949 0.0051291782
115 30 194 211.366 81.418 129.948 0.028232492
115 31 197 214.641 84.693 129.948 0.029133725
116 0 213 206.602 80.935 125.667 0.0038321111
116 1 213 200.37 74.703 125.667 0.014933318
116 2 198 190.69 65.023 125.667 0.0050024687
116 3 191 178.975 53.309 125.666 0.013536918
116 4 170 166.682 41.015 125.667 0.0010306291
116 5 160 155.019 29.353 125.666 0.0023226443
116 6 119 145.213 19.546 125.667 0.064325486
116 7 112 138.008 12.342 125.666 0.0633233
116 8 134 133.175 7.508 125.667 6.3717323e-05
116 9 130 132.767 7.1 125.667 0.0007167504
116 10 150 137.618 11.951 125.667 0.014352621
116 11 128 145.833 20.165 125.668 0.029771344
116 12 175 156.308 30.641 125.667 0.032708541
116 13 163 167.328 41.661 125.667 0.0017535741
116 14 181 176.863 51.196 125.667 0.0016022145
116 15 191 183.444 57.777 125.667 0.0053448254
116 16 184 186.176 60.509 125.667 0.00044326905
116 17 177 184.917 59.25 125.667 0.0058677407
116 18 173 180.164 54.497 125.667 0.0048046392
116 19 178 172.913 47.246 125.667 0.0024225519
116 20 167 164.21 38.543 125.667 0.00072871554
116 21 145 155.696 30.029 125.667 0.010710073
116 22 163 148.967 23.301 125.666 0.01843532
116 23 135 145.285 19.618 125.667 0.0099028047
116 24 141 145.892 20.225 125.667 0.0022403843
116 25 156 150.444 24.777 125.667 0.002889842
116 26 164 159.58 33.912 125.668 0.0018289177
116 27 185 172.595 46.927 125.668 0.014405992
116 28 179 186.102 60.435 125.667 0.0047218367
116 29 203 197.448 71.78 125.668 0.0028856825
116 30 198 205.206 79.539 125.667 0.0048611401
116 31 217 208.382 82.715 125.667 0.0069528459
117 0 233 208.255 79.019 129.236 0.057322423
117 1 211 202.155 72.92 129.235 0.0073239488
117 2 177 192.694 63.458 129.236 0.02305775
117 3 185 181.252 52.016 129.236 0.0013150697
117 4 179 169.249 40.013 129.236 0.0089011872
117 5 161 157.866 28.63 129.236 0.00091949126
117 6 171 148.3 19.064 129.236 0.048239338
117 7 131 141.278 12.042 129.236 0.0098893296
117 8 141 136.568 7.333 129.235 0.001838862
117 9 127 136.188 6.951 129.237 0.007902993
117 10 136 140.943 11.707 129.236 0.0022873406
117 11 157 148.956 19.72 129.236 0.0060575045
117 12 160 159.152 29.916 129.236 6.7319569e-05
117 13 176 169.871 40.635 129.236 0.0035166477
117 14 180 179.142 49.906 129.236 6.8916656e-05
117 15 186 185.536 56.299 129.237 2.0155129e-05
117 16 170 188.181 58.945 129.236 0.03094462
117 17 166 186.943 57.707 129.236 0.0410608
117 18 195 182.306 53.07 129.236 0.015085045
117 19 153 175.243 46.007 129.236 0.046316565
117 20 187 166.773 37.538 129.235 0.038301217
117 21 190 158.497 29.261 129.236 0.092908072
117 22 132 151.966 22.731 129.235 0.037319151
117 23 171 148.404 19.168 129.236 0.047798334
117 24 137 149.021 19.785 129.236 0.013527914
117 25 150 153.476 24.24 129.236 0.0011311212
117 26 166 162.403 33.167 129.236 0.0012112408
117 27 165 175.12 45.883 129.237 0.0095876164
117 28 174 188.309 59.073 129.236 0.01916762
117 29 187 199.376 70.139 129.237 0.014338715
117 30 207 206.932 77.696 129.236 4.3287993e-07
117 31 191 210.013 80.777 129.236 0.033841602
118 0 194 204.621 77.142 127.479 0.010560402
118 1 181 198.651 71.172 127.479 0.029166764
118 2 177 189.403 61.925 127.478 0.014401347
118 3 166 178.229 50.75 127.479 0.014000112
118 4 153 166.51 39.032 127.478 0.017086784
118 5 166 155.401 27.922 127.479 0.010516698
118 6 148 146.07 18.591 127.479 0.00034870987
118 7 118 139.226 11.748 127.478 0.042177996
118 8 118 134.639 7.16 127.479 0.025918154
118 9 137 134.284 6.805 127.479 0.0006905723
118 10 153 138.945 11.467 127.478 0.018493168
