# channel  phase_bin  observed  model  ns_surface  background  mdnse_contrib
171 4 107 105.616 9.992 95.624 0.00017931714
171 5 105 102.621 6.997 95.624 0.00052983239
171 6 102 100.189 4.565 95.624 0.00030703404
171 7 106 98.507 2.883 95.624 0.0052560694
171 8 106 97.416 1.792 95.624 0.0068980929
171 9 99 97.501 1.877 95.624 0.00021035502
171 10 112 98.97 3.346 95.624 0.015894192
171 11 103 101.058 5.434 95.624 0.00035305964
171 12 100 103.392 7.768 95.624 0.0010771131
171 13 109 105.668 10.044 95.624 0.0010393447
171 14 98 107.532 11.909 95.623 0.0085058494
171 15 83 108.73 13.107 95.623 0.061976807
171 16 109 109.113 13.489 95.624 1.1953814e-06
171 17 116 108.679 13.055 95.624 0.0050175353
171 18 120 107.561 11.937 95.624 0.014485069
171 19 111 105.985 10.361 95.624 0.002354461
171 20 102 104.16 8.536 95.624 0.00043677435
171 21 95 102.439 6.815 95.624 0.0051805842
171 22 104 101.157 5.533 95.624 0.00075666447
171 23 104 100.558 4.934 95.624 0.0011091017
171 24 98 100.966 5.342 95.624 0.00082355369
171 25 96 102.353 6.729 95.624 0.0037783948
171 26 91 104.926 9.302 95.624 0.018155257
171 27 114 108.458 12.835 95.623 0.0028752967
171 28 105 112.022 16.398 95.624 0.0046160582
171 29 105 114.887 19.263 95.624 0.0091512136
171 30 109 116.708 21.084 95.624 0.0055620263
171 31 116 117.284 21.66 95.624 0.00015434042
172 0 111 114.508 20.514 93.994 0.0011520433
172 1 113 112.691 18.697 93.994 8.9385399e-06
172 2 106 110.048 16.054 93.994 0.0015340186
172 3 106 106.952 12.958 93.994 8.4844466e-05
172 4 109 103.773 9.779 93.994 0.0025577296
172 5 117 100.837 6.843 93.994 0.024456459
172 6 98 98.456 4.462 93.994 1.9466116e-05
172 7 89 96.811 2.817 93.994 0.0057116673
172 8 104 95.745 1.751 93.994 0.0063794579
172 9 100 95.831 1.837 93.994 0.0016270969
172 10 100 97.273 3.279 93.994 0.00069617737
172 11 96 99.319 5.325 93.994 0.0010312504
172 12 112 101.601 7.607 93.994 0.010123549
172 13 82 103.822 9.828 93.994 0.044579863
172 14 100 105.64 11.646 93.994 0.0029778844
172 15 106 106.806 12.812 93.994 6.081626e-05
172 16 103 107.175 13.181 93.994 0.0016317837
172 17 101 106.749 12.755 93.994 0.0030940993
172 18 101 105.655 11.661 93.994 0.0020285653
172 19 104 104.116 10.122 93.994 1.2596956e-06
172 20 119 102.334 8.34 93.994 0.026002337
172 21 104 100.654 6.66 93.994 0.001048097
172 22 115 99.404 5.41 93.994 0.022770684
172 23 105 98.821 4.827 93.994 0.003574259
172 24 89 99.225 5.231 93.994 0.009787601
172 25 102 100.589 6.595 93.994 0.00018638186
172 26 119 103.115 9.121 93.994 0.023622402
172 27 87 106.58 12.586 93.994 0.035890127
172 28 97 110.075 16.08 93.995 0.016004165
172 29 132 112.882 18.888 93.994 0.034216418
172 30 96 114.665 20.671 93.994 0.032614116
172 31 109 115.226 21.232 93.994 0.0036288403
173 0 115 117.403 20.101 97.302 0.0005405765
173 1 116 115.618 18.316 97.302 1.3660807e-05
173 2 104 113.024 15.722 97.302 0.007623384
173 3 103 109.987 12.685 97.302 0.0045701569
173 4 110 106.87 9.568 97.302 0.00091714562
173 5 124 103.993 6.691 97.302 0.037472578
173 6 110 101.662 4.36 97.302 0.0065083875
173 7 96 100.053 2.751 97.302 0.0015378105
173 8 84 99.013 1.711 97.302 0.021100104
173 9 108 99.099 1.797 97.302 0.007416982
173 10 102 100.514 3.212 97.302 0.00020672226
173 11 94 102.519 5.216 97.303 0.0067940206
173 12 112 104.75 7.448 97.302 0.0049206858
173 13 105 106.918 9.616 97.302 0.00034438706
173 14 107 108.69 11.388 97.302 0.00026737638
173 15 126 109.824 12.522 97.302 0.024495815
173 16 105 110.18 12.878 97.302 0.0025119393
173 17 118 109.761 12.459 97.302 0.0063547523
173 18 98 108.692 11.389 97.303 0.010702064
173 19 107 107.188 9.886 97.302 3.3087604e-06
173 20 99 105.449 8.147 97.302 0.003893448
173 21 111 103.81 6.508 97.302 0.004839577
173 22 100 102.591 5.288 97.303 0.00062846985
173 23 111 102.024 4.721 97.303 0.0075424999
173 24 99 102.422 5.12 97.302 0.0010962501
173 25 114 103.763 6.461 97.302 0.0098105878
173 26 97 106.243 8.941 97.302 0.0079978919
173 27 103 109.642 12.34 97.302 0.0041299745
173 28 115 113.068 15.766 97.302 0.00034943296
173 29 116 115.819 18.517 97.302 3.0669505e-06
173 30 112 117.565 20.262 97.303 0.0028992119
173 31 113 118.111 20.809 97.302 0.0024454646
174 0 134 114.136 19.688 94.448 0.036938822
174 1 124 112.383 17.935 94.448 0.012633905
174 2 108 109.838 15.391 94.447 0.00031625736
174 3 96 106.86 12.413 94.447 0.011041022
174 4 119 103.806 9.358 94.448 0.021611946
174 5 97 100.988 6.54 94.448 0.0014888808
174 6 88 98.706 4.258 94.448 0.010730108
174 7 105 97.134 2.686 94.448 0.0057923862
174 8 90 96.118 1.67 94.448 0.0035040361
174 9 86 96.205 1.757 94.448 0.0097493495
174 10 81 97.593 3.145 94.448 0.025775046
174 11 93 99.556 5.108 94.448 0.0040237178
174 12 107 101.736 7.289 94.447 0.0025940682
174 13 116 103.852 9.404 94.448 0.013815264
174 14 103 105.578 11.13 94.448 0.00062217914
174 15 94 106.681 12.233 94.448 0.015054163
174 16 122 107.025 12.578 94.447 0.020993424
174 17 99 106.613 12.165 94.448 0.0054257688
174 18 119 105.568 11.12 94.448 0.016890052
174 19 96 104.1 9.652 94.448 0.0061421393
174 20 110 102.403 7.955 94.448 0.0054029864
174 21 97 100.804 6.357 94.447 0.001354661
174 22 105 99.615 5.168 94.447 0.002714695
174 23 95 99.064 4.616 94.448 0.0015461692
174 24 94 99.458 5.01 94.448 0.0027887956
174 25 108 100.775 6.328 94.447 0.0048868086
174 26 109 103.209 8.761 94.448 0.003139473
174 27 89 106.541 12.093 94.448 0.028804366
174 28 115 109.898 15.451 94.447 0.0024368597
174 29 112 112.593 18.146 94.447 3.2919938e-05
174 30 110 114.301 19.854 94.447 0.0017317632
174 31 122 114.833 20.386 94.447 0.004808664
175 0 107 112.721 19.269 93.452 0.0030640336
175 1 109 111.002 17.55 93.452 0.00037521291
175 2 115 108.507 15.055 93.452 0.0039467574
175 3 124 105.59 12.137 93.453 0.03172906
175 4 102 102.598 9.146 93.452 3.3477421e-05
175 5 98 99.84 6.388 93.452 0.000316946
175 6 89 97.609 4.156 93.453 0.0069383314
175 7 114 96.073 2.621 93.452 0.030086028
175 8 79 95.082 1.63 93.452 0.024211948
175 9 74 95.169 1.717 93.452 0.041951772
175 10 104 96.53 3.077 93.453 0.0052238516
175 11 107 98.451 4.998 93.453 0.0068419557
175 12 79 100.58 7.128 93.452 0.043596588
175 13 103 102.643 9.191 93.452 1.1931253e-05
175 14 107 104.323 10.871 93.452 0.00067088235
175 15 102 105.395 11.943 93.452 0.0010790192
175 16 113 105.727 12.275 93.452 0.0049519562
175 17 96 105.323 11.87 93.453 0.0081369377
175 18 108 104.301 10.849 93.452 0.001280909
175 19 90 102.87 9.417 93.453 0.015506248
175 20 121 101.215 7.763 93.452 0.036645591
175 21 98 99.657 6.204 93.453 0.00025703641
175 22 86 98.498 5.046 93.452 0.014622804
175 23 105 97.962 4.51 93.452 0.004637118
175 24 79 98.35 4.898 93.452 0.0350519
175 25 115 99.644 6.192 93.452 0.02207526
175 26 85 102.03 8.578 93.452 0.027150568
175 27 126 105.294 11.842 93.452 0.040136735
175 28 116 108.583 15.13 93.453 0.0051499876
175 29 105 111.22 17.768 93.452 0.0036218494
175 30 117 112.89 19.438 93.452 0.0015813692
175 31 131 113.408 19.956 93.452 0.028972105
176 0 104 113.486 18.836 94.65 0.0084239516
176 1 111 111.801 17.151 94.65 6.0064056e-05
176 2 116 109.358 14.709 94.649 0.0041299745
176 3 95 106.504 11.854 94.65 0.012389317
176 4 102 103.577 8.928 94.649 0.0002328161
176 5 86 100.881 6.232 94.649 0.020730695
176 6 93 98.701 4.052 94.649 0.003042648
176 7 112 97.204 2.554 94.65 0.020494544
176 8 110 96.238 1.588 94.65 0.017730163
176 9 100 96.325 1.676 94.649 0.0012643413
176 10 83 97.657 3.007 94.65 0.020111284
176 11 100 99.534 4.885 94.649 2.0329255e-05
176 12 104 101.612 6.962 94.65 0.0005338488
176 13 103 103.62 8.971 94.649 3.5985952e-05
176 14 85 105.255 10.606 94.649 0.03840733
176 15 110 106.296 11.646 94.65 0.0012843742
176 16 104 106.616 11.966 94.65 0.0006406563
176 17 110 106.219 11.569 94.65 0.0013383293
176 18 99 105.222 10.573 94.649 0.003624179
176 19 106 103.827 9.178 94.649 0.00044204764
176 20 98 102.215 7.566 94.649 0.0016632012
176 21 119 100.698 6.049 94.649 0.031357882
176 22 100 99.571 4.921 94.65 1.7229164e-05
176 23 92 99.05 4.401 94.649 0.0046529443
176 24 101 99.433 4.783 94.65 0.00022987282
176 25 108 100.702 6.052 94.65 0.0049860582
176 26 109 103.038 8.389 94.649 0.0033276188
176 27 97 106.232 11.582 94.65 0.0079788668
176 28 121 109.448 14.798 94.65 0.012492921
176 29 124 112.027 17.377 94.65 0.013420095
176 30 105 113.658 19.008 94.65 0.0070175382
176 31 122 114.161 19.511 94.65 0.0057526897
177 0 118 110.084 18.381 91.703 0.0058662585
177 1 117 108.436 16.733 91.703 0.0068659864
177 2 114 106.049 14.346 91.703 0.0059182476
177 3 107 103.26 11.557 91.703 0.0013094618
177 4 82 100.403 8.7 91.703 0.031704936
177 5 117 97.772 6.069 91.703 0.034611295
177 6 89 95.647 3.943 91.704 0.0041361948
177 7 98 94.188 2.485 91.703 0.0013603649
177 8 90 93.248 1.545 91.703 0.00098760133
177 9 107 93.336 1.632 91.704 0.017478547
177 10 91 94.637 2.933 91.704 0.0012383295
177 11 89 96.469 4.765 91.704 0.005222453
177 12 93 98.492 6.788 91.704 0.0028236488
177 13 115 100.445 8.741 91.704 0.019832344
177 14 111 102.032 10.328 91.704 0.0075290611
177 15 101 103.04 11.337 91.703 0.00038959194
177 16 112 103.348 11.645 91.703 0.0070078153
177 17 99 102.959 11.256 91.703 0.0014673058
177 18 86 101.989 10.286 91.703 0.023932729
177 19 106 100.632 8.928 91.704 0.0026975819
177 20 103 99.065 7.361 91.704 0.0014495697
177 21 97 97.59 5.887 91.703 3.2587695e-05
177 22 85 96.495 4.791 91.704 0.012369939
177 23 77 95.99 4.286 91.704 0.033759776
177 24 96 96.366 4.663 91.703 1.2540412e-05
177 25 93 97.608 5.905 91.703 0.0019878086
177 26 91 99.892 8.189 91.703 0.0074019906
177 27 97 103.011 11.308 91.703 0.0033825411
177 28 104 106.151 14.448 91.703 0.00043314215
177 29 134 108.668 16.965 91.703 0.060074281
177 30 107 110.258 18.555 91.703 0.00099369198
177 31 106 110.747 19.043 91.704 0.0021095416
178 0 108 110.242 17.894 92.348 0.00047056632
178 1 109 108.634 16.286 92.348 1.2540412e-05
178 2 99 106.307 13.959 92.348 0.0049983635
178 3 103 103.589 11.241 92.348 3.2477322e-05
178 4 115 100.806 8.458 92.348 0.018860762
178 5 111 98.245 5.897 92.348 0.015230373
178 6 101 96.177 3.829 92.348 0.0021776303
178 7 80 94.76 2.411 92.349 0.020394936
178 8 95 93.848 1.499 92.349 0.00012423804
178 9 81 93.935 1.586 92.349 0.015663272
178 10 108 95.203 2.854 92.349 0.01533084
178 11 100 96.986 4.638 92.348 0.0008504252
178 12 92 98.952 6.603 92.349 0.004524485
178 13 100 100.846 8.498 92.348 6.7002398e-05
178 14 102 102.383 10.035 92.348 1.3732423e-05
178 15 89 103.359 11.01 92.349 0.019301809
178 16 99 103.654 11.306 92.348 0.0020276938
178 17 90 103.274 10.926 92.348 0.016495035
178 18 120 102.331 9.983 92.348 0.029226282
178 19 109 101.014 8.666 92.348 0.0059704661
178 20 100 99.494 7.146 92.348 2.3969041e-05
178 21 104 98.064 5.715 92.349 0.0032986589
178 22 100 97.002 4.654 92.348 0.0008414201
178 23 88 96.513 4.165 92.348 0.0067844538
178 24 102 96.882 4.534 92.348 0.0024521678
178 25 93 98.095 5.747 92.348 0.0024301775
178 26 109 100.323 7.974 92.349 0.007048372
178 27 100 103.362 11.014 92.348 0.0010581447
178 28 99 106.421 14.072 92.349 0.0051555439
178 29 119 108.871 16.523 92.348 0.009604677
178 30 103 110.418 18.07 92.348 0.0051513764
178 31 112 110.891 18.542 92.349 0.00011513642
179 0 100 104.233 17.369 86.864 0.0016774368
179 1 113 102.668 15.804 86.864 0.0099935184
179 2 87 100.406 13.542 86.864 0.016824728
179 3 86 97.765 10.901 86.864 0.012957866
179 4 107 95.062 8.198 86.864 0.013341749
179 5 85 92.576 5.712 86.864 0.0053731573
179 6 82 90.57 3.706 86.864 0.0068756105
179 7 101 89.198 2.333 86.865 0.013039497
179 8 92 88.315 1.451 86.864 0.0012712314
179 9 102 88.401 1.537 86.864 0.017312651
179 10 91 89.634 2.769 86.865 0.00017468315
179 11 80 91.364 4.5 86.864 0.012089604
179 12 108 93.268 6.404 86.864 0.02031763
179 13 91 95.101 8.236 86.865 0.001574451
179 14 103 96.586 9.722 86.864 0.0038513016
179 15 84 97.526 10.662 86.864 0.01712728
179 16 103 97.809 10.945 86.864 0.0025226191
179 17 106 97.439 10.575 86.864 0.0068611769
179 18 92 96.525 9.661 86.864 0.0019168441
179 19 89 95.251 8.387 86.864 0.0036580414
179 20 81 93.78 6.916 86.864 0.015290135
179 21 92 92.397 5.533 86.864 1.4754709e-05
179 22 75 91.371 4.507 86.864 0.025089964
179 23 68 90.9 4.036 86.864 0.049093115
179 24 83 91.26 4.396 86.864 0.0063871883
179 25 93 92.441 5.577 86.864 2.925319e-05
179 26 106 94.607 7.743 86.864 0.012151386
179 27 117 97.56 10.696 86.864 0.035378722
179 28 103 100.53 13.666 86.864 0.00057114125
179 29 108 102.909 16.045 86.864 0.0024263632
179 30 122 104.409 17.545 86.864 0.028968812
179 31 110 104.866 18.002 86.864 0.0024675238
180 0 122 106.949 16.803 90.146 0.021207054
180 1 110 105.432 15.286 90.146 0.0019534478
180 2 119 103.24 13.094 90.146 0.023252093
180 3 105 100.683 10.537 90.146 0.0017446717
180 4 100 98.066 7.92 90.146 0.0003501568
180 5 98 95.661 5.515 90.146 0.0005121652
180 6 106 93.722 3.576 90.146 0.01411253
180 7 87 92.397 2.25 90.147 0.0027268074
180 8 92 91.546 1.399 90.147 1.9295735e-05
180 9 80 91.631 1.484 90.147 0.012664374
180 10 72 92.824 2.678 90.146 0.040595504
180 11 102 94.498 4.352 90.146 0.0052687033
180 12 95 96.337 6.19 90.147 0.00016734488
180 13 108 98.103 7.957 90.146 0.0091697346
180 14 97 99.533 9.386 90.147 0.00060064796
180 15 101 100.437 10.29 90.147 2.9673339e-05
180 16 97 100.707 10.56 90.147 0.0012864556
180 17 102 100.347 10.201 90.146 0.00025579693
180 18 92 99.465 9.319 90.146 0.0052168608
180 19 96 98.236 8.089 90.147 0.00046805105
180 20 101 96.818 6.672 90.146 0.0016372601
180 21 94 95.485 5.339 90.146 0.00020644413
180 22 94 94.496 4.35 90.146 2.303101e-05
180 23 105 94.043 3.897 90.146 0.011239137
180 24 84 94.395 4.248 90.147 0.010115762
180 25 97 95.54 5.394 90.146 0.00019955166
180 26 84 97.639 7.493 90.146 0.017414647
180 27 92 100.498 10.352 90.146 0.0067605663
180 28 96 103.373 13.227 90.146 0.0050890661
180 29 119 105.675 15.529 90.146 0.01662203
180 30 104 107.125 16.979 90.146 0.00091421779
180 31 105 107.564 17.418 90.146 0.00061543992
181 0 89 103.976 16.198 87.778 0.020996228
181 1 86 102.511 14.732 87.779 0.025520923
181 2 115 100.394 12.616 87.778 0.01997157
181 3 106 97.927 10.148 87.779 0.0061012599
181 4 109 95.402 7.624 87.778 0.017310105
181 5 94 93.084 5.306 87.778 7.8548984e-05
181 6 106 91.216 3.438 87.778 0.020461315
181 7 93 89.941 2.163 87.778 0.00087600902
181 8 91 89.123 1.345 87.778 0.0003298209
181 9 97 89.207 1.428 87.779 0.0056853732
181 10 69 90.359 2.58 87.779 0.042708218
181 11 81 91.972 4.193 87.779 0.01126993
181 12 94 93.741 5.963 87.778 6.2798483e-06
181 13 90 95.438 7.659 87.779 0.0027683948
181 14 96 96.809 9.031 87.778 6.1269829e-05
181 15 78 97.675 9.897 87.778 0.036239242
181 16 96 97.931 10.153 87.778 0.00034907132
181 17 110 97.584 9.806 87.778 0.014431552
181 18 127 96.735 8.957 87.778 0.085749378
181 19 102 95.553 7.775 87.778 0.0038910334
181 20 104 94.192 6.413 87.779 0.0090055561
181 21 93 92.911 5.133 87.778 7.4153156e-07
181 22 83 91.962 4.184 87.778 0.0075189899
181 23 99 91.528 3.749 87.779 0.0052266492
181 24 96 91.869 4.091 87.778 0.0015975704
181 25 90 92.977 5.199 87.778 0.00082967364
181 26 85 95.004 7.225 87.779 0.0093690809
181 27 78 97.762 9.984 87.778 0.03656044
181 28 117 100.535 12.757 87.778 0.025378917
181 29 98 102.755 14.976 87.779 0.0021166579
181 30 93 104.151 16.373 87.778 0.011640651
181 31 99 104.573 16.795 87.778 0.0029075535
182 0 113 100.663 15.565 85.098 0.014248487
182 1 93 99.252 14.153 85.099 0.0036592119
182 2 87 97.215 12.117 85.098 0.0097684659
182 3 108 94.841 9.743 85.098 0.016210462
182 4 96 92.414 7.316 85.098 0.0012038439
182 5 94 90.186 5.088 85.098 0.0013617927
182 6 95 88.393 3.294 85.099 0.0040865634
182 7 87 87.17 2.071 85.099 2.7054996e-06
182 8 84 86.387 1.288 85.099 0.00053340178
182 9 81 86.469 1.37 85.099 0.002800048
182 10 89 87.577 2.478 85.099 0.00018956555
182 11 83 89.127 4.028 85.099 0.003514353
182 12 101 90.823 5.724 85.099 0.0096959233
182 13 79 92.448 7.349 85.099 0.016930314
182 14 90 93.76 8.661 85.099 0.0013235042
182 15 100 94.586 9.487 85.099 0.0027440128
182 16 93 94.829 9.73 85.099 0.00031316775
182 17 87 94.494 9.395 85.099 0.0052574724
182 18 85 93.679 8.581 85.098 0.0070516216
182 19 82 92.547 7.449 85.098 0.010413759
182 20 97 91.243 6.145 85.098 0.0031027164
182 21 99 90.018 4.919 85.099 0.0075525868
182 22 86 89.109 4.01 85.099 0.00090488016
182 23 91 88.694 3.596 85.098 0.00049781529
182 24 100 89.025 3.926 85.099 0.011276094
182 25 96 90.092 4.994 85.098 0.0032676129
182 26 85 92.043 6.945 85.098 0.004643709
182 27 98 94.696 9.598 85.098 0.0010219501
182 28 92 97.363 12.264 85.099 0.0026925589
182 29 84 99.495 14.397 85.098 0.022476712
182 30 93 100.837 15.738 85.099 0.0057497547
182 31 122 101.24 16.141 85.099 0.040346357
183 0 105 103.33 14.918 88.412 0.00026108539
183 1 86 101.974 13.562 88.412 0.023887846
183 2 110 100.019 11.607 88.412 0.0093260499
183 3 99 97.742 9.329 88.413 0.00014815316
183 4 85 95.414 7.001 88.413 0.010152775
183 5 95 93.279 4.866 88.413 0.00027727542
183 6 93 91.561 3.148 88.413 0.00019385241
183 7 83 90.391 1.979 88.412 0.0051139447
183 8 109 89.643 1.23 88.413 0.035077265
183 9 88 89.723 1.311 88.412 0.00027792024
183 10 94 90.786 2.374 88.412 0.00096703316
183 11 83 92.271 3.859 88.412 0.0080464216
183 12 107 93.894 5.482 88.412 0.016080145
183 13 108 95.446 7.033 88.413 0.014754139
183 14 88 96.697 8.284 88.413 0.0070809017
183 15 111 97.484 9.071 88.413 0.017101964
183 16 104 97.713 9.3 88.413 0.0037002967
183 17 109 97.391 8.978 88.413 0.01261651
183 18 99 96.612 8.199 88.413 0.0005338488
183 19 112 95.53 7.117 88.413 0.025394334
183 20 95 94.285 5.872 88.413 4.7858789e-05
183 21 100 93.114 4.702 88.412 0.0044389848
183 22 84 92.247 3.834 88.413 0.0063670991
183 23 87 91.852 3.439 88.413 0.0022038966
183 24 85 92.171 3.758 88.413 0.0048140331
183 25 67 93.197 4.785 88.412 0.064246984
183 26 89 95.071 6.658 88.413 0.0034504051
183 27 94 97.616 9.203 88.413 0.0012240706
183 28 90 100.172 11.76 88.412 0.0096863984
183 29 100 102.217 13.804 88.413 0.00046013049
183 30 100 103.502 15.089 88.413 0.0011481058
183 31 107 103.886 15.473 88.413 0.00090779302
184 0 98 96.472 14.276 82.196 0.00021857291
184 1 107 95.171 12.975 82.196 0.013099228
184 2 96 93.297 11.101 82.196 0.00068397734
184 3 95 91.115 8.919 82.196 0.0014129659
184 4 80 88.886 6.69 82.196 0.0073920048
184 5 97 86.843 4.647 82.196 0.0096578516
184 6 109 85.2 3.004 82.196 0.053027791
184 7 84 84.083 1.887 82.196 6.4491994e-07
184 8 101 83.369 1.173 82.196 0.029100705
184 9 71 83.448 1.252 82.196 0.014506037
184 10 83 84.466 2.27 82.196 0.00020119518
184 11 82 85.887 3.691 82.196 0.001414421
184 12 96 87.437 5.241 82.196 0.0068643831
184 13 94 88.917 6.72 82.197 0.0024187437
184 14 75 90.108 7.912 82.196 0.021367985
184 15 89 90.855 8.659 82.196 0.00032213466
184 16 99 91.071 8.875 82.196 0.0058855419
184 17 75 90.762 8.566 82.196 0.023257995
184 18 89 90.018 7.821 82.197 9.7016405e-05
184 19 84 88.986 6.79 82.196 0.0023273097
184 20 77 87.798 5.602 82.196 0.010915315
184 21 85 86.683 4.487 82.196 0.00026516601
184 22 76 85.856 3.66 82.196 0.0090939176
184 23 86 85.481 3.284 82.197 2.5216473e-05
184 24 89 85.788 3.592 82.196 0.00096583001
184 25 84 86.773 4.577 82.196 0.00071986219
184 26 94 88.569 6.373 82.196 0.0027612723
184 27 81 91.007 8.811 82.196 0.009374701
184 28 93 93.455 11.259 82.196 1.9380832e-05
184 29 99 95.412 13.216 82.196 0.0012051871
184 30 94 96.641 14.445 82.196 0.00065295977
184 31 94 97.006 14.81 82.196 0.00084591666
185 0 107 97.973 13.659 84.314 0.0076284536
185 1 87 96.725 12.411 84.314 0.0088537824
185 2 100 94.929 10.615 84.314 0.0024073367
185 3 106 92.839 8.525 84.314 0.01621539
185 4 109 90.705 6.391 84.314 0.0313339
185 5 78 88.75 4.436 84.314 0.010818488
185 6 87 87.179 2.865 84.314 2.9995471e-06
185 7 91 86.113 1.799 84.314 0.0022358069
185 8 96 85.433 1.119 84.314 0.010453291
185 9 90 85.509 1.195 84.314 0.0018881467
185 10 75 86.484 2.17 84.314 0.012346276
185 11 73 87.843 3.529 84.314 0.020624954
185 12 91 89.323 5.009 84.314 0.00026327871
185 13 89 90.734 6.42 84.314 0.00028148017
185 14 77 91.868 7.554 84.314 0.02069449
185 15 101 92.578 8.263 84.315 0.0066401838
185 16 89 92.781 8.467 84.314 0.0013383293
185 17 87 92.484 8.17 84.314 0.0028154286
185 18 76 91.773 7.459 84.314 0.023290469
185 19 83 90.789 6.475 84.314 0.0056795383
185 20 90 89.657 5.343 84.314 1.1013817e-05
185 21 94 88.594 4.28 84.314 0.0027359094
185 22 106 87.807 3.493 84.314 0.030985482
185 23 89 87.45 3.136 84.314 0.0002249122
185 24 66 87.746 3.432 84.314 0.044269885
185 25 84 88.692 4.378 84.314 0.0020609413
185 26 102 90.413 6.099 84.314 0.012568737
185 27 84 92.747 8.433 84.314 0.0071625535
185 28 108 95.091 10.777 84.314 0.015600367
185 29 86 96.964 12.65 84.314 0.011253502
185 30 107 98.139 13.825 84.314 0.0073504698
185 31 108 98.486 14.172 84.314 0.0084737553
186 0 85 95.455 13.083 82.372 0.010232876
186 1 99 94.257 11.885 82.372 0.0021059879
186 2 103 92.534 10.162 82.372 0.01025442
186 3 89 90.53 8.157 82.373 0.00021914546
186 4 87 88.484 6.112 82.372 0.00020616618
186 5 78 86.611 4.239 82.372 0.0069415555
186 6 82 85.108 2.736 82.372 0.00090429815
186 7 92 84.089 1.717 82.372 0.0058588502
186 8 81 83.44 1.067 82.373 0.00055735163
186 9 83 83.515 1.142 82.373 2.4829277e-05
186 10 90 84.45 2.077 82.373 0.0028836038
186 11 79 85.751 3.379 82.372 0.0042666384
186 12 101 87.166 4.793 82.373 0.01791617
186 13 89 88.512 6.139 82.373 2.2294065e-05
186 14 92 89.592 7.219 82.373 0.00054282843
186 15 92 90.267 7.894 82.373 0.00028115561
186 16 84 90.458 8.086 82.372 0.0039043227
186 17 86 90.173 7.801 82.372 0.0016302207
186 18 88 89.494 7.121 82.373 0.00020895406
186 19 84 88.554 6.182 82.372 0.0019414923
186 20 91 87.474 5.102 82.372 0.0011638962
186 21 80 86.46 4.087 82.373 0.0039067414
186 22 82 85.709 3.336 82.373 0.0012878441
186 23 90 85.369 2.997 82.372 0.0020077017
186 24 78 85.654 3.282 82.372 0.0054843674
186 25 87 86.564 4.191 82.373 1.7796008e-05
186 26 89 88.215 5.843 82.372 5.7688459e-05
186 27 72 90.454 8.081 82.373 0.031880906
186 28 84 92.7 10.327 82.373 0.0070857876
186 29 125 94.494 12.122 82.372 0.087120459
186 30 101 95.619 13.246 82.373 0.0027106635
186 31 102 95.95 13.577 82.373 0.003426576
187 0 94 94.091 12.559 81.532 7.7523328e-07
187 1 88 92.939 11.406 81.533 0.0022836402
187 2 89 91.282 9.749 81.533 0.00048750705
187 3 99 89.356 7.823 81.533 0.0087069094
187 4 95 87.391 5.858 81.533 0.0054200687
187 5 93 85.593 4.06 81.533 0.00513611
187 6 90 84.151 2.618 81.533 0.003202675
187 7 85 83.175 1.642 81.533 0.00031179946
187 8 82 82.554 1.021 81.533 2.8732218e-05
187 9 80 82.627 1.094 81.533 0.00064605541
187 10 78 83.525 1.992 81.533 0.0028576839
187 11 76 84.774 3.241 81.533 0.0072068401
187 12 103 86.129 4.596 81.533 0.026645954
187 13 91 87.416 5.884 81.532 0.0012025015
187 14 87 88.448 6.915 81.533 0.00019628483
187 15 96 89.091 7.558 81.533 0.0044686877
187 16 82 89.272 7.739 81.533 0.0049505946
187 17 91 88.997 7.464 81.533 0.00037558784
187 18 74 88.346 6.813 81.533 0.019266875
187 19 90 87.447 5.915 81.532 0.00061017056
187 20 90 86.414 4.882 81.532 0.0012038439
187 21 87 85.445 3.912 81.533 0.00022636559
187 22 75 84.727 3.194 81.533 0.0088574244
187 23 71 84.403 2.87 81.533 0.016817199
187 24 95 84.679 3.146 81.533 0.0099722505
187 25 84 85.554 4.021 81.533 0.00022607454
187 26 96 87.143 5.61 81.533 0.007343835
187 27 84 89.294 7.761 81.533 0.0026237201
187 28 87 91.451 9.918 81.533 0.0018546622
187 29 86 93.174 11.641 81.533 0.0048180618
187 30 93 94.253 12.72 81.533 0.00014697781
187 31 96 94.569 13.036 81.533 0.00019170299
188 0 88 92.258 12.091 80.167 0.0016973091
188 1 100 91.146 10.978 80.168 0.0073388609
188 2 86 89.548 9.381 80.167 0.0011784654
188 3 86 87.691 7.524 80.167 0.00026769289
188 4 82 85.798 5.631 80.167 0.001350391
188 5 94 84.067 3.899 80.168 0.0092365651
188 6 75 82.68 2.513 80.167 0.0055216905
188 7 79 81.742 1.575 80.167 0.00070385715
188 8 71 81.147 0.979 80.168 0.0096388438
188 9 82 81.218 1.051 80.167 5.724837e-05
188 10 71 82.084 1.917 80.167 0.011501187
188 11 76 83.286 3.119 80.167 0.0049696746
188 12 77 84.588 4.421 80.167 0.0053901924
188 13 76 85.823 5.655 80.168 0.0090331227
188 14 81 86.81 6.643 80.167 0.0031601077
188 15 97 87.425 7.258 80.167 0.0085827644
188 16 72 87.596 7.429 80.167 0.022770684
188 17 97 87.331 7.164 80.167 0.0087521095
188 18 105 86.705 6.538 80.167 0.0313339
188 19 107 85.843 5.675 80.168 0.041904223
188 20 74 84.852 4.685 80.167 0.011024761
188 21 93 83.922 3.755 80.167 0.0077148943
